Tiêu đề,Địa chỉ,Miêu tả,Ngày đăng,Ngày hết hạn,Giá,Diện tích,Hướng nhà,Hướng ban công,Số phòng,Vệ sinh,Mặt tiền,Chiều rộng mặt tiền,Số tầng,Tình trạng  pháp lý,Nội Thất Cao Cấp,Loại danh sách,ID danh sách
"Mình rất thiện chí cần bán nhanh CH cao cấp Yên Hòa Park View CT1, DT 122.4m2, nhà trục rất đẹp","Dự án Park View City, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội","Căn hộ được gia đình nhà mình sửa lại đồ nội thất chủ đầu tư chất lượng cao, sang nhượng nhà và tặng lại đầy đủ nội thất cho gia chủ mới: - DT 133.5m² tim tường, thông thủy 122.4m²; thiết kế 3 phòng ngủ, 2WC và 1 kho rộng. - Hướng ban công Đông Nam mát mẻ, thông thoáng. - Sổ đỏ chính chủ, hỗ trợ vay ngân hàng. LH mình:  0852 227 *** gọi hoặc nhắn zalo).",04/11/2024,11/11/2024,"9,6 tỷ","122,4 m²",3 phòng,2 phòng,N/A,N/A,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41423960
"Bán căn góc 3 phòng ngủ 143m tầng trung hướng mát, slot xe 200 tại Thăng Long Number One giá 9.6 tỷ","Dự án Thăng Long Number One, Phường Trung Hòa, Cầu Giấy, Hà Nội","- Tôi cần bán căn góc tầng 15. - Diện tích nhà 143m² có 3 phòng ngủ đón sáng tự nhiên và 2 nhà wc. - Nhà hướng mát, view bắn pháo hoa, trung tâm hội nghị Quốc Gia, hồ Greenbay. - Nhà đẹp, nội thất tự hoàn thiện, thương hiệu uy tín. - Pháp lý sổ đỏ Cầu Giấy, slot oto dưới hầm 200k/tháng. Giá bán 9.6 tỷ. Liên hệ  0988 751 ***",06/11/2024,16/11/2024,"9,6 tỷ",143 m²,Sổ đỏ/ Sổ hồng,Đầy đủ,N/A,N/A,3 phòng,2 phòng,N/A,N/A,N/A,Tin thường,40650212
"bán gấp,đỉnh cao nhà Trần Duy Hưng. 41m2, 6 tầng, MT: 4m, nhỉnh 9đ, thiết kế hiện đại, về ở luôn","Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội","+ Vị trí đỉnh của đỉnh, 2 bước ra phố. + Giao thông vô cùng thuận tiện, cách ô tô 10m, ngõ ba gác tránh vù vù. + Tiện ích: Các trường học và giải trí vây quanh. + Nhà đẹp lung linh, thiết kế hiện đại, rộng rãi, nội thất nhập khẩu. + Sổ đỏ cất két để săn sàng giao dịch. LH; Xuanhuy Masterland:  0913 705 ***  để thăm nhà!",07/11/2024,07/12/2024,"9,6 tỷ",41 m²,6 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,"2,5 m",4 phòng,N/A,N/A,Tin thường,41460946
"Bán gấp nhà Nguyễn Khang, Cầu Giấy, mặt bằng kinh doanh sầm uất, ô tô tránh, view hồ thoáng mát","Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội","Chủ cần tiền mua căn mới nên cần bán gấp nhà Nguyễn Khang, Cầu Giấy. Diện tích sử dụng thực tế: 38m², nhà xây 5 tầng kiên cố. Vị trí cực đẹp, đường thông tứ tung, kinh doanh buôn bán tập nập, sầm uất ngày đêm. Đường ô tô tránh, kinh doanh đủ loại hình như tiệm cắt tóc, spa, hiệu thuốc, tạp hóa, hàng ăn, bán đồ thực phẩm tươi sống, quán nước,... Nhà view hồ cực kỳ thoáng mát, kinh doanh chỗ để xe thoải mái. Trong bán kính 2km có rất nhiều trường đại học lớn và các trường cấp 1,2,3. Sổ đỏ vuông như tờ A4, chủ rất cần bán nhanh. Giá 9.6 tỷ. Liên hệ ngay:  0933 992 ***  - Phạm Duyên. Chuyên nhà đẹp Cầu Giấy.",02/11/2024,12/11/2024,"9,6 tỷ",38 m²,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,5 m,5 phòng,N/A,N/A,Tin thường,41403067
"Võ Chí Công, nhà đẹp 5 tầng 40m2 thoáng sáng, mt 4.85m chào 9,6 tỷ","Đường Võ Chí Công, Phường Nghĩa Tân, Cầu Giấy, Hà Nội","Võ Chí Công, nhà đẹp 5 tầng 40m² mặt tiền 4.85m (vuông thửa hình đẹp). Ngõ vào xe 5 tạ vào tận nơi, trước nhà 3m thoáng rộng, dân trí cao. Vị trí đẹp ra phố gần, 15p đi ra sân bay, ra Hồ Tây lên phố tiện. - Tầng 1: Phòng khách, để xe. - Tầng 2: Bàn ăn bếp + khách. - Tầng 3, 4: Mỗi tầng 2 ngủ. - Tầng 5: Phòng thờ, sân phơi. Sổ đỏ hoa hậu, giao dịch thiện chí. Call  0934 687 ***  chính chủ HN.",10/11/2024,25/11/2024,"9,6 tỷ",40 m²,Đông - Nam,5 tầng,Đầy đủ,N/A,"4,85 m",Đông - Nam,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41485704
Ô tô đỗ cửa - 3 mặt thoáng - cực gần mặt phố - nhỉnh 9 tỷ,"Phố Chùa Hà, Phường Dịch Vọng, Cầu Giấy, Hà Nội","Ô tô đỗ cửa - 3 mặt thoáng - cực gần mặt phố - nhỉnh 9 tỷ. DTSD: 42m² x 4 tầng. Tầng 1: Phòng khách + bếp + 1wc. Tầng 2,3: Mỗi tầng 2 ngủ + 1 wc. Tầng 4: Phòng thờ + sân phơi rộng. Nhà chủ tự xây còn rất chắc chắn, thoáng sáng 3 mặt, mở cửa 2 phía trước sau và khe thoáng bên cạnh. Thiết kế hợp lý, cầu thang giữa nhà. Liên hệ trực tiếp e Huyền  0357 821 *** zalo) để xem nhà (Miễn Trung Gian).",04/11/2024,14/11/2024,"9,6 tỷ",42 m²,5 phòng,4 phòng,N/A,N/A,"3,5 m",4 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41290676
"Bán căn góc 146m2, 4PN, 3VS, 9,6 tỷ tòa chung cư CT2 - Vimeco Nguyễn Chánh, Cầu Giấy + Slot ô tô","Dự án Vimeco II - Nguyễn Chánh, Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội","Chung cư CT2 - Vimeco Nguyễn Chánh, Cầu Giấy. Mô tả: Chung cư - cao cấp - lô góc 3 thoáng - tầng trung lý tưởng - full nội thất đẳng cấp. Thiết kế: - Toạ lạc vị trí lý tưởng, ngay sau Big C Trần Duy Hưng, tiện ích vô cùng, nhà có lốt để xe ôtô riêng. - Thiết kế sang trọng, nội thất cao cấp. - Phòng khách cực rộng, thoáng mát. - 4 phòng ngủ riêng biệt, phòng nào cũng thoáng sáng. + Phòng khách, phòng thờ, bếp, 4 phòng ngủ, 3 vệ sinh. Sổ đỏ chính chủ giao dịch ngay.",05/11/2024,16/11/2024,"9,6 tỷ",146 m²,4 phòng,3 phòng,Đầy đủ,N/A,Đông - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41254764
"Bán nhà phố Thái Hà, nhà mới diện tích 40 m2, 6 tầng, thang máy, ngõ rộng 3 mét. Giá 9,7 tỷ","Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","Nhà đẹp phố Thái Hà. Diện tích 40m² 6 tầng, mặt tiền 4 mét. Giá 9,7 tỷ. Mô tả: Phân lô - Thái Hà - phố Vip - nhà mới 6T thang máy - full nội thất. Ôtô 5C đỗ cửa - giá đầu tư - khu vực hiếm nhà bán. - Thái Hà phố vip nhất nhì quận Đống Đa. - Ngõ thông sang Nguyễn Văn Tuyết, Yên Lãng. Thiết kế: Thiết kế hiện đại, đang xây dựng, 02 tháng hoàn thiện xong. - Tầng 1: Phòng khách, để xe. - Tâng 2 - 3 - 4: Phòng ngủ master khép kín. - Tầng 5: Bếp + Khách. - Tầng 6: Phòng thờ sân phơi. Pháp lý: + Chính chủ, pháp lý chuẩn, sẵn sàng giao dịch.",07/11/2024,18/11/2024,"9,7 tỷ",40 m²,Tây - Nam,Tây - Nam,4 phòng,6 phòng,4 m,35 m,6 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tin thường,41133553
"Bán nhà Đê La Thành, mặt ngõ thông, kinh doanh, ô tô đỗ cửa, thang máy, nhà xây mới, 41m, hơn 9 tỷ","Đường Đê La Thành, Phường Láng Hạ, Đống Đa, Hà Nội","Bán nhà Đê La Thành, mặt ngõ thông, kinh doanh, ô tô đỗ cửa, thang máy, nhà xây mới. - Diện tích 41m², 6 tầng, giá chỉ 9.7 tỷ còn thương lượng. - Vị trí siêu đỉnh, ngõ thông kinh doanh, ô tô, cực thoáng, đi lại thuận tiện. - Nhà xây mới, thang máy, cam kết không có quy hoạch. - Khu vực phát triển, ở hay mua giữ tích sản đều tuyệt vời. - Thiết kế hiện đại sang trọng, sàn gỗ, cửa gỗ, cầu thang gỗ, xịn sò. - Sổ đỏ chính chủ, giao dịch ngay. - Liên hệ xem nhà Hoàng Tú,  0974 576 *** , xem nhà luôn.",06/11/2024,17/11/2024,"9,7 tỷ",41 m²,Sổ đỏ,N/A,N/A,N/A,4 m,6 tầng,N/A,N/A,N/A,Tin thường,41448566
"Bán nhà Thái Hà l6 tầng, thang máy, 39m vuông, 9,7 tỷ","Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","Mô tả: + Vị trí cực đẹp, phố Thái Hà, Đống Đa, khu vực sầm uất nhất phố, nơi tập trung nhiều văn phòng công ty, tập đoàn lớn... Nhà thiết kế xây mới đẹp. Chủ đầu tư toàn bộ nội thất. Nhà lô góc nên trong nhà các phòng rất thoáng., tràn ngập ánh sáng. Sổ đỏ chính chủ. - LH: Hoành  0903 443 *** ,  0969 739 ***",08/11/2024,18/11/2024,"9,7 tỷ",39 m²,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,4 m,6 tầng,N/A,N/A,N/A,Tin thường,40976416
"Tòa CHDV Cầu Giấy,ngõ rộng,thang máy, lô góc 2 thoáng, 50m2*6T, 10P KK,dòng tiền 55 triệu/th, PCCC","Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội","Tòa CHDV Cầu Giấy, ngõ rộng, thang máy, lô góc 2 thoáng, 50m²*6T, 10p kk, dòng tiền 55 triệu/th, PCCC. - Bán tòa CHDV Phố Cầu Giấy, diện tích 50m², 6 tầng, chào 9.7 tỷ có thương lượng. - Vị trí đẹp, trước nhà 3m cực thoáng, ngõ 3 gác phóng, giao thông thuận tiện vào nhà từ nhiều hướng, trung tâm Cầu Giấy, gần các tuyến Phố Nguyễn Khang, Yên Hoà, Hoa Bằng, Quan Hoa, Dương Quảng Hàm, Kim Mã, Đường Láng... - Khu vực sinh viên thuê cực đông, gần 20 - 30 trường ĐH, Cao đẳng lớn nhỏ, luôn cháy phòng thuê. - Thiết kế mỗi tầng 2 phòng rộng rãi, tổng 10 phòng full nội thất, PCCC - Hiện đã cho thuê full, dòng tiền ~ 55 triệu/tháng. - Sổ đỏ chính chủ, giao dịch ngay! Bán CHDV Cầu Giấy, CCMN Cầu Giấy, Tòa nhà cho thuê Quận Cầu Giấy, Nhà cho thuê tại Hà Nội. LH: Em Cúc.  0974 678 ***  xem nhà trực tiếp.",08/11/2024,15/11/2024,"9,7 tỷ",50 m²,10 phòng,10 phòng,Đầy đủ,N/A,3 m,6 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin VIP Bạc,41465370
Bán nhà khu vực Yên Hòa - ngõ rộng thông thoáng - dòng tiền ổn định - dt 51m2 - giá 9.7 tỷ,"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội","* Vị trí đẹp: - Nhà lô góc tại phố Yên Hòa, khu vực đông đúc, sầm uất, giao thông thuận tiện ra các ngả: Đường láng - Ngã Tư Sở, Lạc Long Quân - Cầu Nhật Tân, Nguyễn Thái Học, Xuân Thủy - Hồ Tùng Mậu,... - Xung quanh đầy đủ tiện ích: Trường học, chợ, trung tâm mua sắm, đáp ứng mọi nhu cầu sinh hoạt hàng ngày. * Dòng tiền cho thuê ổn định: - Hiện tại chủ nhà đang cho thuê với dòng tiền 13 triệu/tháng, là lựa chọn lý tưởng cho những ai muốn đầu tư giữ tiền, dòng thu nhập bền vững hàng tháng. * Thiết kế: - Tầng 1: Phòng khách, bếp, WC. - Tầng 2, 3: Mỗi tầng 2 phòng ngủ, WC riêng, không gian thoáng rộng. - Tầng 4: 1 phòng đa năng và sân phơi rộng rãi, đón nắng và gió tự nhiên. * Lợi thế lô góc, xây dựng chắc chắn: - Nhà dân tự xây kiên cố, vuông vức, không gian mở rộng nhờ lô góc, ánh sáng tự nhiên tràn ngập, mang lại cảm giác thoải mái, dễ chịu. * Giá: 9,7 tỷ - cơ hội đầu tư hiếm có tại khu vực Yên Hòa. * Liên hệ ngay: A Tuấn qua số  0399 827 ***  để được tư vấn chi tiết và xem nhà trực tiếp.",06/11/2024,21/11/2024,"9,7 tỷ",51 m²,4 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,"2,5 m",4 tầng,N/A,N/A,N/A,Tin thường,41446787
Bán nhà Cầu Giấy - diện tích 40m2 - 4 tầng - 9.7 tỷ (có bớt) - ngõ thông 2 xe ba gác tránh nhau,"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội","Nhà mới đẹp thoáng sáng - lô góc - kinh doanh - tặng nội thất - ngõ thông 2 ba gác tránh - nhà cách phố 40m. - Vị trí đẹp, Khách mua ở kết hợp kinh doanh cửa hàng thuốc tây, tạp hóa, nail tóc. Xung quanh tập trung nhiều trường ĐH, trụ sở văn phòng Tập đoàn lớn rất tiện cho học hành của con cái và công việc của bố mẹ. - Thiết kế: 4 tầng lô góc thoáng sáng vô cùng. Tầng 1: Để Xe + Phòng khách, bếp, vệ sinh. Tầng 2, 3: Tổng 4 phòng + vệ sinh. Tầng 4: Phòng thờ + sân phơi. Sổ đỏ chính chủ, ss giao dịch. -------------------------------------------- LH E Duy:  0392 149 *** . Hỗ trợ 24/7.",10/11/2024,20/11/2024,"9,7 tỷ",40 m²,Nam,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,"3,4 m","3,5 m",4 phòng,Đầy đủ,N/A,Tin thường,41485254
Yên Hòa-Cầu Giấy-lô góc-gần phố-ngõ thông-mặt tiền cực đỉnh-ô chờ thang máy,"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội","- Diện tích: 54m². - Mặt tiền: 4,8m. - Nhà dân xây chắc chắn, ngõ thông, thoáng; Gần phố Yên Hòa kinh doanh tấp nập, sầm uất, giao đi thông khắp ngả. - Khu vực sạch sẽ, yên tĩnh đáng sống. - Hiện chủ đang cho thuê dòng tiền 15 triệu/tháng. - Nhà có thiết kế ô chờ thang máy, có thể lên tầng nếu muốn. + Tầng 1: Khách, bếp, WC. + Tầng 2, 3: Mỗi tầng 2 phòng, WC. + Tầng 4: 1 Phòng, sân phơi. - Sổ đỏ đẹp, sẵn sàng sang tên chủ mới. * LH:  0963 617 ***  - Anh Long.",02/11/2024,12/11/2024,"9,7 tỷ",54 m²,4 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,8 m",4 m,4 phòng,N/A,N/A,Tin thường,41406759
"Độc! Tòa CCMN mặt ngõ Thái Hà, 5 tầng thang máy, gần ô tô, 11PN, 57m2","Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","Bán tòa CCMN mặt ngõ Thái Hà, 5 tầng thang máy, gần ô tô, thoáng sáng, 11 phòng, sổ vuông, PCCC tốt - Bán tòa CCMN Thái Hà, 57 m² x 5 tầng. Gía chào chỉ 9.78 tỷ có thương lượng sâu - Vị trí: Trung tâm Đống Đa. Gần Tây Sơn, Chùa Bộc, Hoàng Cầu, Thái Thịnh, Yên Lãng. Ngõ ba gác rộng thoáng, gần ô tô  - Khu vực trung tâm, lõi quận Đống Đa, gần các trường đại học Thủy Lợi, Công Đoàn, HV Ngân hàng, khu văn phòng, nhiều sinh viên, người đi làm, nhu cầu thuê trọ cao. - Thiết kế: Toà nhà 5 tầng tổng 11 phòng, có PCCC tốt, có 2 lối thoát hiểm. Phòng nào cũng có cửa sổ thoáng sáng - Sổ đỏ vuông đét, sẵn sàng giao dịch.  Liên hệ em Thảo để được tư vấn và xem nhà",09/11/2024,19/11/2024,"9,78 tỷ",57 m²,N/A,N/A,N/A,N/A,11 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin thường,41481104
"Hiếm thấy! Phân lô Nguyên Hồng - Vũ Ngọc Phan, gara ô tô, ngõ thông, dòng tiền khủng 45m2*5T*4m MT","Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội","Phân lô Nguyên Hồng, Vũ Ngọc Phan - gara ô tô - khu vực hiếm nhà bán - ngõ thông ô tô tránh, dân trí cao, an ninh - 30m ra mặt phố. - Diện tích: 45m x 5 tầng x 4m mặt tiền. Giá chỉ 9.8 tỷ còn tiếp tục thương lượng, không còn căn thứ hai trong khu vực. - Vị trí trung tâm quận Đống Đa, giao thông thuận lợi, kết nối các phố Láng Hạ, Thái Hà, Nguyên Hồng, Huỳnh Thúc Kháng... Khu vực dân trí cao, an ninh, xung quanh tiện ích, dịch vụ bạt ngàn. - Nhà xây cực kỳ chắc chắn, hiện đại, nhiều phòng ngủ, vệ sinh, đầy đủ công năng. Khách mua nhà ở kết hợp kinh doanh, cho thuê lấy dòng tiền thì đẳng cấp hết chỗ chê. - Sổ đỏ phân lô, vuông đét trước sau như một, sẵn sàng giao dịch. - Liên hệ em Giang  0398 271 ***  để được tư vấn xem nhà thực tế và giao dịch trực tiếp với chủ nhà.",09/11/2024,16/11/2024,"9,8 tỷ",45 m²,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,5 m,4 phòng,N/A,N/A,Tin VIP Bạc,40317889
"Bán nhà liền kề 30m2 tại đường Nguyễn Chí Thanh giá 9,8 tỷ vnd","Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội","Nhà liền kề ở đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội, cực chất với diện tích 30m² x 6 tầng, 4 PN, 5 PT, không gian thoáng đãng, nội thất full luôn nhé! Hướng cửa chính và ban công đều Đông Bắc, đón gió mát, phong thủy ổn áp cho gia đình. Mặt tiền 4m, ngõ rộng 8m, ô tô vào thoải mái, rất phù hợp cho ai muốn kinh doanh hoặc mở văn phòng. Pháp lý đầy đủ, sổ đỏ sẵn sàng. Chắc chắn đây là chỗ ở lý tưởng cho bạn và gia đình! Liên hệ để được tư vấn miễn phí, gọi ngay  0982 599 ***  gặp A Tiến!",01/11/2024,12/11/2024,"9,8 tỷ",30 m²,Đông - Bắc,Đông - Bắc,4 phòng,5 phòng,4 m,8 m,6 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Tin VIP Bạc,41390997
Duy nhất! Phố vip Nguyên Hồng - Xây mới 6 tầng - 30m ô tô tránh - thang máy - KD 50m2 chỉ 9.8 tỷ,"Đường Nguyên Hồng, Phường Láng Thượng, Đống Đa, Hà Nội","Hiếm nhà bán - xây mới 6 tầng - ba gác đỗ cửa - Phố Vip Nguyên Hồng - ngõ thông, thoáng. - Diện tích 50m², 6 tầng dân xây chắc chắn, giá 9.8 tỷ (có TL). - Vị trí quá đẹp phố vip Nguyên Hồng trung tâm kinh tế quận Đống Đa, kinh doanh CHDV, không tìm được căn thứ 2. - Thiết kế 6 tầng đầy đủ công năng, 6PN rộng, kết hợp vừa ở vừa kinh doanh đều được. - Sổ vuông đẹp, sẵn giao dịch. - Liên hệ xem nhà miễn phí.",31/10/2024,11/11/2024,"9,8 tỷ",50 m²,4 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,6 tầng,6 phòng,N/A,N/A,N/A,Tin thường,41384192
"Nhà đường Láng 80m2 3,5T MT 4,4m dưới 10 tỷ 10m ra phố ô tô tránh mặt phố sau quy hoạch","Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội","Nhà đường Láng 80m² 3,5T MT 4,4m dưới 10 tỷ 10m ra phố ô tô tránh mặt phố sau quy hoạch. + Nhà đường Láng 10m ra phố ô tô tránh sau quy hoạch ra mặt phố lớn, Quận Đống Đa, nhà đẹp, dân xây khung cột bê tông chắc chắn, thoáng 2 mặt full nội thất sang trọng, tiện ích ngập tràn, trường học các cấp, trung tâm thương mại, bệnh viện lớn,.. + Vị trí: Nhà nằm mặt ngõ cực đẹp, rộng, thoáng, an ninh tốt, dân trí cao, gần phố tiện ích bạt ngàn, giao thông thuận tiện. Ngõ thông các ngả. Thiết kế: - Tầng 1: Để xe + khách + bếp phòng ngủ + sân. - Tầng 2: 3 ngủ + Wc. - Tầng 3: 1 ngủ + Phòng thờ, sân phơi. - Tầng 4: Tum. + Sổ đỏ A4 chính chủ sẵn sàng giao dịch. + Giá: Chỉ 9,8 tỷ. + Liên hệ: Mr Vượng Thổ cư  0912 949 *** , tư vấn & xem nhà miễn phí 24/7. + Địa chỉ đường Láng, phường Láng Thượng, Đống Đa, Hà Nội.",02/11/2024,13/11/2024,"9,8 tỷ",80 m²,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"4,4 m",3 m,3 phòng,N/A,N/A,Tin thường,41289385
Hót bán nhà riêng đẹp ở luôn gần oto tránh vài bước ra Phố Thái Hà 47m2,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","Nhà xây 3 tầng khung cột bê tông chắc, diện tích 47m² không gian thoáng đãng thoải mái sinh hoạt, nội thất đầy đủ chỉ việc xách vali về ở luôn, mặt tiền rất rộng thoải mái ra vào, xung quanh hàng xóm thân thiện, dân trí cao, an ninh cực tốt, xung quanh tiện ích bạt ngàn, vị trí trung tâm giao thông thuận tiện. Sổ đỏ đẹp, chính chủ Liên hệ ngay  0988 768 ***  em Tấn để được xem nhà miễn phí.",09/11/2024,19/11/2024,"9,8 tỷ",47 m²,3 phòng,2 phòng,Đầy đủ,N/A,6 m,3 tầng,Sổ đỏ/ Sổ hồng,N/A,N/A,Tin thường,41481526
"Siêu ngon! Tòa CCMN VIP Hoàng Cầu, ba gác, gần ô tô, thang máy, 11PN, 55m2","Phố Hoàng Cầu, Phường Trung Liệt, Đống Đa, Hà Nội","Bán tòa CCMN phố VIP Hoàng Cầu, ngõ ba gác, gần ô tô, thang máy vù vù, dòng tiền khủng, thoáng sáng, 11 phòng, sổ A4 - Bán tòa CCMN Hoàng Cầu, 55 m² x 6 tầng. Gía chào chỉ 9.8 tỷ có thương lượng sâu - Vị trí: Trung tâm Đống Đa. Đoạn sát Ngã tư Sở, kết nối ra Tây Sơn, Chùa Bộc, Thái Hà, Thái Thịnh, Yên Lãng. Ngõ ba gác rộng, gần ô tô  - Khu vực trung tâm, lõi quận Đống Đa, gần các trường đại học Thủy Lợi, Công Đoàn, HV Ngân hàng, khu văn phòng, nhiều sinh viên, người đi làm thuê trọ. - Thiết kế: Toà nhà 11 phòng có PCCC tốt, sẵn cửa ngăn cháy lan giữa khu vực để xe + quả cầu phun cứu hoả tự động, lối thoát hiểm thứ 2.  Các phòng đều có cửa sổ thoáng - Sổ đỏ A4, sẵn sàng giao dịch.  Liên hệ em Thảo để được tư vấn và xem nhà",09/11/2024,19/11/2024,"9,8 tỷ",55 m²,Đầy đủ,N/A,N/A,N/A,11 phòng,Sổ đỏ/ Sổ hồng,N/A,N/A,N/A,Tin thường,41481051
